qd1,qd2,phrase1,phrase2,label
13145,13146,david watch her and it seem as though she were hold her breath,are you tire,hemingway
13147,13148,david ask,i think so,hemingway
13149,13150,have a glass of thi the colonel said,would it be all right if i had an absinth,hemingway
13151,13152,of cours david said,i ll have one too,hemingway
13153,13154,not for me the colonel said to the bartend,thi bottl s lost it fresh,hemingway
13155,13156,put it back to chill and bring me a glass from a cold bottl,do you like the real pernod,hemingway
13157,13158,he ask catherin,ye she said,hemingway
13159,13160,i m shi with peopl and it help,it s an excel drink he said,hemingway
13161,13162,i d join you but i have work i must do after lunch,i m sorri i forgot to make a rendezv david said,hemingway
13163,13164,thi is veri nice,i stop by for the mail at the bank,hemingway
13165,13166,there s quit a lot for you,i left it in the room,hemingway
13167,13168,i do nt care about it she said,i saw you in the prado look at the greco the colonel said,hemingway
13169,13170,i saw you too she said,do you alway look at pictur as though you own them and were decid how to have them rehung properli,hemingway
13171,13172,probabl the colonel said,do you alway look at them as though you were the young chief of a warrior tribe who had gotten loos from hi councillor and wa look at that marbl of leda and the swan,hemingway
13173,13174,catherin blush under her dark tan and look at david and then at the colonel,i like you she said,hemingway
13175,13176,tell me some more,i like you he said,hemingway
13177,13178,and i envi david,is he everyth you want,hemingway
13179,13180,do nt you know,to me the visibl world is visibl the colonel said,hemingway
13181,13182,now go on and take anoth sip of that wormwoodtast truth serum,i do nt need it now,hemingway
13183,13184,are nt you shi now,drink it anyway,hemingway
13185,13186,it s good for you,you re the darkest white girl i ve ever seen,hemingway
13187,13188,your father wa veri dark though,i must have hi skin,hemingway
13189,13190,my mother wa veri fair,i never knew her,hemingway
13191,13192,did you know my father well,quit well,hemingway
13193,13194,how wa he,he wa a veri difficult and charm man,hemingway
13195,13196,are you realli shi,truli,hemingway
13197,13198,ask david,you get over it aw quickli,hemingway
13199,13200,you rode over it,how wa my father,hemingway
13201,13202,he wa the shyest man i ever knew and he could be the most charm,did he have to use pernod too,hemingway
13203,13204,he use everyth,do i remind you of him,hemingway
13205,13206,not at all,that s good,hemingway
13207,13208,doe david,not in the least,hemingway
13209,13210,that s even better,how did you know i wa a boy in the prado,hemingway
13211,13212,whi should nt you be,i onli start it again last even,hemingway
13213,13214,i wa a girl for almost a month,ask david,hemingway
13215,13216,you do nt need to say ask david,what are you right now,hemingway
13217,13218,a boy if it s all right with you,it s fine with me,hemingway
13219,13220,but you re not,i just want to say it she said,hemingway
13221,13222,now that i said it i do nt have to be it,but it wa wonder in the prado,hemingway
13223,13224,that wa whi i want to tell david about it,you ll have plenti of time to tell david,hemingway
13225,13226,ye she said,we have time for thing,hemingway
13227,13228,tell me where you got so dark the colonel said,do you know how dark you are,hemingway
13229,13230,that wa from le grau du roi and then not far from la napoul,there wa a cove there with a trail that went down to it through the pine,hemingway
13231,13232,you could nt see it from the road,how long did it take to get so dark,hemingway
13233,13234,about three month,and what are you go to do with it,hemingway
13235,13236,wear it she said,it s veri becom in bed,hemingway
13237,13238,i should nt think you d want to wast it in town,the prado is nt wast,hemingway
13239,13240,i do nt realli wear it,it s me,hemingway
13241,13242,i realli am thi dark,the sun just develop it,hemingway
13243,13244,i wish i wa darker,you probabl will be then the colonel said,hemingway
13245,13246,do you have other thing like that to look forward to,just everi day catherin said,hemingway
13247,13248,i look forward to everi day,and ha today been a good one,hemingway
13249,13250,ye,you know it ha,hemingway
13251,13252,you were there,will you and david lunch with me,hemingway
13253,13254,all right catherin said,i ll go up and chang,hemingway
13255,13256,will you wait for me,do nt you want to finish your drink,hemingway
13257,13258,david ask,i do nt care about it she said,hemingway
13259,13260,do nt worri about me,i wo nt be shi,hemingway
13261,13262,she walk to the door and they both look after her,wa i too rough,hemingway
13263,13264,the colonel ask,i hope not,hemingway
13265,13266,she s a veri love girl,i just hope i m good for her,hemingway
13267,13268,you are,how are you do yourself,hemingway
13269,13270,all right i think,are you happi,hemingway
13271,13272,veri,rememb everyth is right until it s wrong,hemingway
13273,13274,you ll know when it s wrong,you think so,hemingway
13275,13276,i m quit sure,if you do nt it doe nt matter,hemingway
13277,13278,noth will matter then,how fast will it go,hemingway
13279,13280,i did nt say anyth about speed,what are you talk about,hemingway
13281,13282,sorri,it s what you have so have a love time,hemingway
13283,13284,we do,so i see,hemingway
13285,13286,there s onli one thing,what,hemingway
13287,13288,take good care of her,that s all you ve got to tell me,hemingway
13289,13290,one small thing more the get s no good,there is nt ani get yet,hemingway
13291,13292,it s kinder to shoot the get,kinder,hemingway
13293,13294,better,they talk about peopl for a while the colonel speak outrag and then david saw catherin come through the door wear a white sharkskin outfit to show how realli dark she wa,hemingway
13295,13296,you do realli look extraordinarili beauti the colonel said to catherin,but you must tri to get darker,hemingway
13297,13298,thank you,i will she said,hemingway
13299,13300,we do nt have to go out now in the heat do we,ca nt we sit here in the cool,hemingway
13301,13302,we can eat here in the grill,you re lunch with me the colonel said,hemingway
13303,13304,no pleas,you re lunch with us,hemingway
13305,13306,david stood up uncertainli,there were more peopl at the bar now,hemingway
13307,13308,look down at the tabl he saw that he had drunk catherin s drink as well as hi own,he did not rememb drink either of them,hemingway
13309,13310,it wa the siesta time and they lay on the bed and david wa read by the light that came in the window on the left of the bed where he had pull up one of the slat curtain about a third of it length,the light wa reflect from the build across the street,hemingway
13311,13312,the curtain wa not pull high enough to show the sky,the colonel like me be so dark catherin said,hemingway
13313,13314,we must get to the sea again,i have to keep it,hemingway
13315,13316,we ll go there whenev you want,that will be wonder,hemingway
13317,13318,can i tell you someth,i have to,hemingway
13319,13320,what,i did nt chang back to be a girl for lunch,hemingway
