qd1,qd2,question1,question2,label
2971,2972,well i am glad you are all right with it axler replied,there was a pause before asa answered pegeen is a free agent,routh
2973,2974,she left her childhood long ago,look carol wants to say hello asa said and then passed the phone to his wife,routh
2975,2976,well well carol said who ever could have imagined this when we were all kiddies in new york,no one axler replied,routh
2977,2978,i could not have imagined it the day she showed up here,is my daughter doing the right thing,routh
2979,2980,carol asked him,i think so,routh
2981,2982,what is your plan,carol asked,routh
2983,2984,i have no plan,pegeen has always surprised us,routh
2985,2986,she surprised me too axler said,i think she is no less surprised,routh
2987,2988,well she surprised her friend louise,he did not bother to reply that louise was something of a surprise herself,routh
2989,2990,carol is intention clearly was to be mild and friendly but he was sure from the brittleness of her tone that the call was an ordeal and that she and asa were simply doing the right thing which was their way doing the sensible thing that would make pegeen happiest,they did not want to alienate her at forty as they had at twentythree when she had told them she was a lesbian,routh
2991,2992,in fact carol flew in from michigan the following saturday to meet pegeen in new york for lunch,pegeen drove down to the city that morning and got back about eight that night,routh
2993,2994,he had made dinner for them and only when dinner was over did he ask her how it had gone,well what did she say,routh
2995,2996,axler asked,do you want me to be entirely honest,routh
2997,2998,pegeen replied,please he said,routh
2999,3000,all right she said i will try to remember as exactly as i can,it was kind of the benign third degree,routh
3001,3002,there was nothing vulgar or selfserving about her,just mother is flatout kansas candor,routh
